entity_name,state,entity_type,individuals_affected,breach_date,breach_type,breach_location,business_associate,description,source,entity_type_raw,breach_type_raw,state_raw,breach_location_raw,year,month,quarter,day_of_week,year_month,severity,log_individuals,is_estimated,quality_flag
Children's Heart Center,NV,Other,8791.0,2015-04-03,Unauthorized Access/Disclosure,EMR,No,"An employee was arrested on-site for suspicion of identity theft after using electronic protected health information (ePHI) obtained while employed by the covered entity (CE) to open a credit card account in another individual’s name.  The employee had a criminal history which was not identified during the CE’s hiring process.  The CE provided breach notification to HHS, affect individuals, and the media.  It also cooperated with the subsequent law enforcement investigation.  Following the breach, the CE sanctioned the employee and terminated and replaced its vendor for background checks of potential employees.  The CE also improved its physical security, enhanced technical safeguards for ePHI, formed a committee to formalize written policies for safeguarding ePHI, and enhanced staff training.  OCR obtained assurances that the CE implemented the corrective actions noted above.",archive,Healthcare Provider,Unauthorized Access/Disclosure,NV,Electronic Medical Record,2015,4,2015Q2,Friday,2015-04,Medium,9.081597496083456,False,
"The Puerto Rican Organization to Motivate, Enlighten, and Serve Addicts, Inc. (PROMESA)",NY,Other,3129.0,2020-07-16,Hacking/IT Incident,Email,No,"The covered entity (CE), The Puerto Rican Organization to Motivate, Enlighten and Serve Addicts, Inc., reported that an employee was the victim of an email phishing attack that affected the electronic protected health information (ePHI) of 3,129 individuals.  The ePHI involved included names, addresses, dates of birth, Social Security numbers, drivers’ license numbers, financial information, passport numbers, diagnoses, and other treatment information.  The CE notified HHS, affected individuals, and the media.  In its mitigation efforts, the CE strengthen its administrative and technical safeguards and retrained its staff.",archive,Healthcare Provider,Hacking/IT Incident,NY,Email,2020,7,2020Q3,Thursday,2020-07,Medium,8.048788283534199,False,
"KIM P. KORNEGAY, DMD",AL,Other,27000.0,2019-04-19,Theft,Desktop,No,"Kim P. Kornegay, DMD, the covered entity (CE), reported that two unauthorized individuals entered his office and removed and accessed protected health information (PHI).  This breach affected 24,000 individuals, The PHI involved included names, addresses, Social Security numbers, drivers’ license information, insurance information, financial information, and clinical information.  In response to this breach, the CE filed a police report and a motion in superior court for the return of the PHI.  In response to OCR’s investigation, the CE implemented additional administrative and physical safeguards to better protect PHI.  OCR provided the CE with technical assistance on the proper reporting of breach notifications.  OCR obtained assurances that the CE implemented the corrective actions noted above.",archive,Healthcare Provider,Theft,AL,"Desktop Computer, Electronic Medical Record, Paper/Films",2019,4,2019Q2,Friday,2019-04,High,10.203629181337648,True,
Hospital Sisters Health System,IL,Other,500.0,2023-10-26,Hacking/IT Incident,Network Server,Yes,"The business associate (BA), Hospital Sisters Health System, reported that it experienced a cybersecurity incident that affected the protected health information (PHI) of 500 individuals. The PHI involved included names, dates of birth, Social Security numbers, claims information, and other treatment information. The BA took several corrective actions in response to the breach including implementing additional administrative and technical safeguards. OCR provided technical assistance.",archive,Business Associate,Hacking/IT Incident,IL,Network Server,2023,10,2023Q4,Thursday,2023-10,Low,6.2166061010848646,False,
California Physicians Service d/b/a Blue Shield of California,CA,Other,1717.0,2018-04-13,Unauthorized Access/Disclosure,Email,No,"The covered entity (CE), California Physicians Service d/b/a Blue Shield of California, which is a health plan provider, reported that an employee emailed a third-party insurance broker without authorization. The breach affected 1,717 individuals and the types of protected health information (PHI) included names, addresses, telephone numbers, subscriber identification numbers and Medicare Advantage plan names. The CE provided breach notification to individuals, HHS, and the media. OCR obtained assurances that the CE took voluntary corrective action by sanctioning workforce members and retraining workforce members associated with the violation.",archive,Health Plan,Unauthorized Access/Disclosure,CA,Email,2018,4,2018Q2,Friday,2018-04,Medium,7.4489161025442,False,
Hoboken Radiology LLC,NJ,Other,80000.0,2021-05-28,Hacking/IT Incident,Network Server,No,"The covered entity (CE), Hoboken Radiology, reported that it discovered technical vulnerabilities that allowed unauthorized individuals to view electronic protected health information (ePHI) on its network server.  This breach affected 80,000 individuals.  The ePHI involved included names, addresses, dates of birth, and other treatment information.  The CE notified HHS, affected individuals, and the media.  In its mitigation efforts, the CE implemented additional administrative, technical, and security safeguards to better protect its ePHI.",archive,Healthcare Provider,Hacking/IT Incident,NJ,Network Server,2021,5,2021Q2,Friday,2021-05,High,11.289794413577894,True,
Aetna ACE,CT,Other,4222.0,2022-12-27,Hacking/IT Incident,Email,No,"The covered entity (CE), Aetna ACE, reported that several employees were the subjects of an email phishing scheme that affected the protected health information (PHI) of 4,222 individuals. The PHI involved included names, medications, diagnoses, and health insurance and other treatment information. The CE notified HHS, affected individuals, and the media. In its mitigation efforts, the CE implemented additional technical, and security safeguards to better protect its PHI. Staff were retrained on email security precautions.",archive,Health Plan,Hacking/IT Incident,CT,Email,2022,12,2022Q4,Tuesday,2022-12,Medium,8.348301054933943,False,
Presence Health ,IL,Other,836.0,2014-01-31,Loss,Paper/Films,No,"The U.S. Department of Health and Human Services, Office for Civil Rights (OCR), has announced the first Health Insurance Portability and Accountability Act (HIPAA) settlement based on the untimely reporting of a breach of unsecured protected health information (PHI).  Presence Health has agreed to settle potential violations of the HIPAA Breach Notification Rule by paying $475,000 and implementing a corrective action plan. Presence Health is one of the largest health care networks serving Illinois and consists of approximately 150 locations, including 11 hospitals and 27 long-term care and senior living facilities. Presence also has multiple physicians’ offices and health care centers in its system and offers home care, hospice care, and behavioral health services. With this settlement amount, OCR balanced the need to emphasize the importance of timely breach reporting with the desire not to disincentive breach reporting altogether.

On January 31, 2014, OCR received a breach notification report from Presence indicating that on October 22, 2013, Presence discovered that paper-based operating room schedules, which contained the PHI of 836 individuals, were missing from the Presence Surgery Center at the Presence St. Joseph Medical Center in Joliet, Illinois.  The information consisted of the affected individuals’ names, dates of birth, medical record numbers, dates of procedures, types of procedures, surgeon names, and types of anesthesia.  OCR’s investigation revealed that Presence Health failed to notify, without unreasonable delay and within 60 days of discovering the breach, each of the 836 individuals affected by the breach, prominent media outlets (as required for breaches affecting 500 or more individuals), and OCR. 

“Covered entities need to have a clear policy and procedures in place to respond to the Breach Notification Rule’s timeliness requirements” said OCR Director Jocelyn Samuels. “Individuals need prompt notice of a breach of their unsecured PHI so they can take action that could help mitigate any potential harm caused by the breach.”

The Resolution Agreement and Corrective Action Plan may be found on the OCR website at http://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/agreements/presence
",archive,Healthcare Provider,Loss,IL,Paper/Films,2014,1,2014Q1,Friday,2014-01,Low,6.729824070489475,False,
Henry Ford Health System,MI,Other,1658.0,2018-04-10,Loss,Portable Device,No,"The covered entity (CE), Henry Ford Health System, reported that an employee lost an unencrypted flash drive containing the protected health information (PHI) of 1,658 individuals.  The PHI involved included names, dates of birth, lab results, and treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website.  The CE sanctioned the responsible employee and retrained this individual on the importance of patient privacy and the security of sensitive data.  OCR obtained assurances that the CE implemented the corrective actions noted.",archive,Healthcare Provider,Loss,MI,Other Portable Electronic Device,2018,4,2018Q2,Tuesday,2018-04,Medium,7.413970290190444,False,
Ambry Genetics Corporation,CA,Other,225370.0,2020-03-22,Hacking/IT Incident,Email,No,,archive,Healthcare Provider,Hacking/IT Incident,CA,Email,2020,3,2020Q1,Sunday,2020-03,Critical,12.325503212150668,False,
"Summit Community Care Clinic, Inc.",CO,Other,921.0,2013-08-27,Hacking/IT Incident,Desktop,No,"An employee impermissibly disclosed approximately 921 patients’ protected health information (PHI) when the employee sent an email message to patients and failed to place the patients’ email addresses in the blind carbon copy area of the email.  The only type of PHI involved in the breach was email addresses.  The CE provided breach notification to HHS, affected individuals, and the media.  The covered entity (CE), Summit Community Care Clinic, Inc. had a policy and procedure in place addressing security issues regarding email.  In response to the incident the CE re-trained its staff on its policy and procedure, and individually counseled the responsible employee.  OCR provided technical assistance regarding the CE’s obligations under the Security and Breach Notification Rules and obtained assurances that the CE implemented the corrective actions listed above. ",archive,Healthcare Provider,Hacking/IT Incident,CO,Desktop Computer,2013,8,2013Q3,Tuesday,2013-08,Low,6.826545223556594,False,
"CareSouth Carolina, Inc.",SC,Other,76035.0,2021-05-14,Hacking/IT Incident,Network Server,Yes,"The covered entity (CE), CareSouth Carolina, reported that its business associate (BA) was the victim of a ransomware attack affecting the protected health information (PHI) of 76,035 individuals. The PHI involved included names, dates of birth, Social Security numbers, addresses, lab results, and medications prescribed. The CE notified HHS, affected individuals, the media, and provided complimentary credit monitoring services to affected individuals. In response to the breach, the CE terminated its business relationship with the BA and implemented additional technical safeguards to better protected PHI.",archive,Healthcare Provider,Hacking/IT Incident,SC,Network Server,2021,5,2021Q2,Friday,2021-05,High,11.238962191326044,False,
Manassas Surgery Center Anesthesia Services,NY,Other,726.0,2022-11-10,Hacking/IT Incident,Network Server,No,"The covered entity (CE), Manassas Surgery Center Anesthesia Services, reported that its business associate (BA) was the victim of a ransomware attack affecting the protected health information (PHI) of 726 individuals. The PHI involved included addresses, Social Security numbers, dates of birth, passport and drivers’ license numbers, financial information, diagnoses, medications, and health insurance and other treatment information. The CE notified HHS, affected individuals, the media, and provided substitute notice. In response to the breach, the BA implemented additional technical safeguards and provided complimentary credit monitoring services to affected individuals.",archive,Healthcare Provider,Hacking/IT Incident,NY,Network Server,2022,11,2022Q4,Thursday,2022-11,Low,6.588926477533519,False,
"Success 4 Kids & Families, Inc.",FL,Other,506.0,2015-05-20,Theft,Portable Device,No,"On April 5, 2015, a Success 4 Kids & Family employee’s laptop computer was stolen out of his vehicle while parked during non-work hours. The laptop contained the protected health information (PHI) of 506 individuals, and included clients’ names, addresses, dates of birth, social security numbers, and limited treatment-related information. The laptop was password protected, but was not encrypted.  The covered entity (CE) provided breach notification to HHS, affected individuals, and the media, and posted substitute notice on its website.  In response to this incident, the CE contracted with an IT vendor to upgrade servers and provide cloud backup service, encrypted all computers, reviewed its policies and procedures, implemented an encryption policy, and trained staff.  OCR obtained assurances that the CE implemented the corrective actions listed above.",archive,Healthcare Provider,Theft,FL,Laptop,2015,5,2015Q2,Wednesday,2015-05,Low,6.228511003591184,False,
 Texas Health Harris Methodist Hospital Kaufman,TX,Other,2157.0,2019-10-22,Unauthorized Access/Disclosure,Other,No,"Texas Health Harris Methodist Hospital Kaufman, the covered entity (CE), reported that a program coding error within its billing system allowed electronic protected health information (ePHI) to be mismatched with the incorrect account guarantor. This breach affected 2,157 individuals. The ePHI involved included names, health insurance information, and treatment information. The CE notified HHS, affected individuals, the media, and provided substitute notice on its website. In its mitigation efforts, the CE corrected the program coding error and implemented additional administrative and technical safeguards to prevent future incidents of this nature.",archive,Healthcare Provider,Unauthorized Access/Disclosure,TX,Other,2019,10,2019Q4,Tuesday,2019-10,Medium,7.67693714581808,False,
Iron Mountain Records Management,CA,Other,1674.0,2014-08-13,Improper Disposal,Other,Yes,\N,archive,Business Associate,"Improper Disposal, Loss, Theft",CA,Other,2014,8,2014Q3,Wednesday,2014-08,Medium,7.423568444259167,False,
Health Prime International ,MD,Other,17562.0,2021-03-31,Hacking/IT Incident,Network Server,Yes,"The covered entity (CE), Health Prime International, reported that it was the victim of a cybersecurity attack that affected the electronic protected health information (ePHI) of 17, 562 individuals.  The ePHI involved included names, diagnoses, health insurance information, and other treatment information.  The CE notified HHS, affected individuals, and the media.  In response to the breach, the CE implemented additional technical safeguards to protect ePHI.",archive,Business Associate,Hacking/IT Incident,MD,Network Server,2021,3,2021Q1,Wednesday,2021-03,High,9.773549695421735,False,
South Alamo Medical Group P.A,TX,Other,2180.0,2018-08-30,Unauthorized Access/Disclosure,EMR,No,,archive,Healthcare Provider,Unauthorized Access/Disclosure,TX,"Electronic Medical Record, Email, Laptop, Network Server",2018,8,2018Q3,Thursday,2018-08,Medium,7.687538766201629,False,
Endue Software,ME,Other,118028.0,2025-04-11,Hacking/IT Incident,Network Server,Yes,,under_investigation,Business Associate,Hacking/IT Incident,ME,Network Server,2025,4,2025Q2,Friday,2025-04,Critical,11.67868563596496,False,
Center for Vein Restoration,MD,Other,446094.0,2024-12-05,Hacking/IT Incident,Network Server,Yes,"The covered entity (CE), Center for Vein Restoration, reported that it experienced a cyberattack that compromised the protected health information (PHI) of 446,094 individuals.  The PHI involved included names, home addresses, dates of birth, Social Security and drivers’ license numbers, medical record numbers, diagnoses, lab results, medications, health insurance information, and  financial information.  The CE notified HHS, affected individuals, the media, and provided substitute notice on its website. In response to the breach the CE implemented additional administrative, technical, and security safeguards.",archive,Business Associate,Hacking/IT Incident,MD,Network Server,2024,12,2024Q4,Thursday,2024-12,Critical,13.008287212804271,False,
Planned Parenthood of Greater Washington and North Idaho,WA,Other,10700.0,2016-08-26,Unauthorized Access/Disclosure,Email,Yes,"In August 2016, the covered entity (CE), Planned Parenthood of Greater Washington and North Idaho (PPGWNI), reported that its business associate (BA), athenahealth, inc., inadvertently sent some e-mails, inviting individuals to the CE's online portal, to the wrong addresses, The e-mails included the first and last names of 10,700 individuals.  Upon discovery of the breach, the CE and BA shut down the portal to determine the root cause of the breach and to implement additional safeguards.  The CE provided breach notification to HHS, affected individuals, and the media.  The BA and CE reestablished the online portal after re-confirming permissions and processes related to the business associate contract/relationship. OCR obtained documented assurances that the CE and BA implemented the corrective actions noted above.
",archive,Healthcare Provider,Unauthorized Access/Disclosure,WA,Email,2016,8,2016Q3,Friday,2016-08,High,9.278092474027002,False,
Madison Healthcare Services,MN,Other,500.0,2025-12-02,Hacking/IT Incident,Network Server,No,,under_investigation,Healthcare Provider,Hacking/IT Incident,MN,Network Server,2025,12,2025Q4,Tuesday,2025-12,Low,6.2166061010848646,False,
Mount Sinai Medical Center,FL,Other,628.0,2013-03-15,Theft,Desktop,No,\N,archive,Healthcare Provider,Theft,FL,"Desktop Computer, Paper/Films",2013,3,2013Q1,Friday,2013-03,Low,6.444131256700441,False,
"Yorkshire Wellness Group, Corp.",NM,Other,1000.0,2023-12-12,Unauthorized Access/Disclosure,Paper/Films,No,"2Yorkshire Wellness Group report that a storage facility containing the medical records of 1,000 individuals were sold at auction.  OCR determined that Yorkshire does not meet the definition of a covered entity or a business associate and therefore, has no jurisdiction to investigate further.",archive,Healthcare Provider,Unauthorized Access/Disclosure,NM,Paper/Films,2023,12,2023Q4,Tuesday,2023-12,Medium,6.90875477931522,False,
"Women's Health Care Group of PA, LLC",PA,Other,300000.0,2017-07-15,Hacking/IT Incident,Desktop,No,"The covered entity (CE), Women’s Health Care Group of PA, LLC, reported that it suffered a ransomware attack that affected the electronic protected health information (ePHI) of 300,000 individuals.  The ePHI involved included names, addresses, dates of birth, Social Security numbers, and clinical information. The CE notified HHS, affected individuals, and the media.  In response to the breach, the CE implemented additional administrative and technical safeguards to better protect its sensitive data.  OCR provided technical assistance to the CE and obtained assurances that the CE implemented the corrective actions noted.

",archive,Healthcare Provider,Hacking/IT Incident,PA,"Desktop Computer, Network Server",2017,7,2017Q3,Saturday,2017-07,Critical,12.611541086966117,True,
Just the Connection Inc,IN,Other,5388.0,2013-05-20,Improper Disposal,Other,Yes,\N,archive,Business Associate,Improper Disposal,IN,Other,2013,5,2013Q2,Monday,2013-05,Medium,8.592115117933497,False,
"Richland County, WI",WI,Other,76365.0,2024-09-09,Hacking/IT Incident,Network Server,No,"The covered entity (CE), Richland County, WI, reported that it was the subject of a cyber-attack that affected the protected health information (PHI) of 76,365 individuals. The PHI involved included names, addresses, phone numbers, dates of birth, drivers’ license and Social Security numbers, financial and health insurance information, medications, and other treatment information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit and identity monitoring services and implemented additional administrative and technical safeguards to better protect its PHI.",archive,Healthcare Provider,Hacking/IT Incident,WI,Network Server,2024,9,2024Q3,Monday,2024-09,High,11.243292849923064,False,
"Premier Physical Therapy and Sports Performance, Limited Partnership",DE,Other,982.0,2022-10-12,Hacking/IT Incident,Email,No,"Premier Physical Therapy and Sports Performance, the covered entity (CE), reported that two employees were the subjects of an email phishing scheme that affected the protected health information (PHI) of 982 individuals. The PHI involved included patient names, dates of birth, addresses, diagnoses/conditions, and other treatment information. The CE notified HHS, affected individuals, and the media.  In its mitigation efforts, the CE implemented additional administrative, technical, and security safeguards to better protect its sensitive data and conducted additional phishing awareness training.",archive,Healthcare Provider,Hacking/IT Incident,DE,Email,2022,10,2022Q4,Wednesday,2022-10,Low,6.890609120147166,False,
Southwest Oregon IPA,OR,Other,1449.0,2018-09-18,Unauthorized Access/Disclosure,Paper/Films,No,"On or about July 21, 2017, or July 25, 2018, the covered entity (CE), Southwest Oregon IPA, sent open-faced postcard to 1,449 plan members asking them to return the free colon cancer test that the plan sent to them one month prior.  The postcards contained members’ names, addresses, PCP clinics, and requests to send back the tests.  The CE provided breach notification to HHS, affected individuals, and the media.  As a result of OCR’s investigation, the CE provided OCR information that it implemented a document control process.  The CE ceased using postcards for member mailings and updated its HIPAA Privacy Manual to reflect the changes.  OCR obtained assurances that the CE implemented the corrective actions listed here.",archive,Health Plan,Unauthorized Access/Disclosure,OR,Paper/Films,2018,9,2018Q3,Tuesday,2018-09,Medium,7.27931883541462,False,
"LifeBridge Health, Inc",MD,Other,25895.0,2025-01-08,Hacking/IT Incident,Email,No,"LifeBridge Health, Inc., the covered entity (CE), reported that multiple employees were the targets of an email phishing scheme that affected the protected health information (PHI) of 25,895 individuals. The PHI involved included names and addresses, birthdates, Social Security and drivers’ license numbers, medications, claims and health insurance information, and other treatment information. The CE notified HHS, affected individuals, media outlets, and posted substitute notice on its website. In its mitigation efforts, the CE implemented provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards. Staff were retrained on email security. ",archive,Healthcare Provider,Hacking/IT Incident,MD,Email,2025,1,2025Q1,Wednesday,2025-01,High,10.16184379560608,False,
VPS of MI PLLC,MI,Other,20604.0,2024-11-15,Hacking/IT Incident,Network Server,No,"The covered entity (CE), VPS of MI PLLC, reported that it was the target of a cyber-attack that compromised the protected health information (PHI) of 20,604 individuals. The PHI involved clinical, demographic, and financial information. The CE notified HHS, affected individuals, and the media. In its mitigation efforts, the CE implemented additional technical safeguards. OCR provided technical assistance to the CE.",archive,Healthcare Provider,Hacking/IT Incident,MI,Network Server,2024,11,2024Q4,Friday,2024-11,High,9.933289043772918,False,
Advanced NeuroSpinal Care,CA,Other,3500.0,2010-02-23,Theft,Network Server,No,"A computer containing the electronic protected health information (ePHI) of 3,500 individuals was stolen from the office of a covered entity (CE).  The ePHI included patient names, addresses, dates of birth, social security numbers, driver's licenses, claims information, diagnoses, and conditions. As a result of the loss, the CE upgraded the alarm system and replaced the server housing and storage security lock-up.  The CE also notified affected individuals, the media, appropriate government agencies, and law enforcement.  In addition, the CE established an office-based hotline to assist affected individuals.  As a result of OCR's investigation, the CE has implemented regularly scheduled security risk analyses and has installed window bars, roll down shutters, four video surveillance cameras, and other physical security measures to prevent theft.",archive,Healthcare Provider,Theft,CA,Network Server,2010,2,2010Q1,Tuesday,2010-02,Medium,8.160803920954665,False,
Northeast OB/GYN Associates,TX,Other,10198.0,2017-08-18,Hacking/IT Incident,Desktop,No,"Northeast OB/GYN Associates, the Covered Entity, (“CE”) reported that a keylogger virus on its computer network captured information keyed into the CE’s system for more than a month. The CE reported that the protected health information (PHI) of 10,198 individuals was involved in the breach. The types of PHI included demographic, financial, and clinical information. The CE notified the affected individuals and the media. During the course of the investigation, OCR determined that the CE retrained its staff and implemented technical and procedural changes to prevent a similar event from occurring in the future.",archive,Healthcare Provider,Hacking/IT Incident,TX,"Desktop Computer, Laptop, Network Server",2017,8,2017Q3,Friday,2017-08,High,9.230044955250518,False,
Wisconsin Department of Health Services,WI,Other,779.0,2018-04-03,Theft,Portable Device,Yes,"On February 5, 2018, an encrypted laptop computer belonging to a business associate (BA), The Management Group's IRIS Consultant, was stolen from her car along with a work bag that contained a notebook with the password to the laptop.  The laptop may have contained the protected health information (PHI) of about 779 individuals’ participation in the IRIS program and services they receive, including demographic and financial information.  The covered entity (CE) provided breach notification to HHS, affected individuals, and the media and provided substitute notice on its website.  It also offered 12 months identity theft protection.  The CE demonstrated that at the time of the breach it had a BA agreement with The Management Group with provisions regarding the use, disclosure, and safeguarding of protected health information and advised OCR that it will review and revise the contract as appropriate upon renewal.  Following the breach, the BA reported the theft to the police, disabled the laptop’s capability to connect to the network/system, and sanctioned the employee whose laptop was stolen due to her violation of established policies and HIPAA training.  OCR obtained documented assurances that the CE and BA, respectively, implemented the corrective actions noted above.",archive,Health Plan,Theft,WI,Laptop,2018,4,2018Q2,Tuesday,2018-04,Low,6.659293919683638,False,
Magellan Health Inc.,AZ,Other,1013956.0,2020-06-12,Hacking/IT Incident,Email,No,"The covered entity (CE), Magellan Health, reported that an employee was the victim of an email phishing scheme that affected the electronic protected health information (ePHI) of approximately 1,013,956 individuals. The ePHI involved included names, addresses, Social Security numbers, health insurance information, and other treatment information. In its mitigation efforts, the CE implemented additional administrative, technical, and security safeguards to better protect its ePHI.",archive,Health Plan,Hacking/IT Incident,AZ,Email,2020,6,2020Q2,Friday,2020-06,Critical,13.829371055922456,False,
Blue Cross and Blue Shield of Texas,IL,Other,12086.0,2025-04-13,Unauthorized Access/Disclosure,Other,No,,under_investigation,Health Plan,Unauthorized Access/Disclosure,IL,Other,2025,4,2025Q2,Sunday,2025-04,High,9.399885773859458,False,
Cardiovascular Consultants Ltd. ,AZ,Other,484000.0,2023-12-01,Hacking/IT Incident,Network Server,No,"The covered entity (CE), Cardiovascular Consultants, reported that it experienced a cyber-attack that compromised the protected health information (PHI) of 484,000 individuals. The PHI involved included names, addresses, dates of birth, drivers’ license and Social Security numbers, diagnoses, claims information, and other treatment information. The CE notified HHS, affected individuals, and the media. In response to the breach the CE implemented additional administrative and technical safeguards to better protect its PHI.",archive,Healthcare Provider,Hacking/IT Incident,AZ,Network Server,2023,12,2023Q4,Friday,2023-12,Critical,13.089842251812335,True,
"Allegheny County, PA",PA,Other,3394.0,2020-03-13,Unauthorized Access/Disclosure,Network Server,No,"Allegheny County, PA, the covered entity (CE), reported that an employee inadvertently uploaded a document containing the electronic protected health information (ePHI) of approximately 3,394 individuals.  The ePHI involved included Social Security numbers and medications prescribed.  The CE notified HHS, affected individuals, and the media.  In its mitigation efforts, the CE implemented new administrative, technical, and security safeguards and retrained its staff on the proper methods of safeguarding ePHI.",archive,Health Plan,Unauthorized Access/Disclosure,PA,Network Server,2020,3,2020Q1,Friday,2020-03,Medium,8.130059039992796,False,
Peregrine Corporation d/b/a PSL Services,ME,Other,2401.0,2020-02-14,Hacking/IT Incident,Email,No,"Peregrine Corporation dba PSL Services, reported that an employee was the victim of an email phishing scheme that affected the electronic protected health information (ePHI) of 2,401 individuals.  The PHI involved included names, dates of birth, addresses, drivers’ license numbers, clinical information, financial information, and Social Security numbers. The CE notified HHS, affected individuals, the media, and provided complimentary identity theft and restoration services.  Following the breach, the CE implemented additional technical safeguards.  As a result of OCR’s investigation, PSL provided updated copies of policies and procedures regarding breach notification, risk assessment, use and disclosures of PHI, and safeguarding PHI.

",archive,Healthcare Provider,Hacking/IT Incident,ME,Email,2020,2,2020Q1,Friday,2020-02,Medium,7.784057002639929,False,
Esse Health ,MO,Other,23671.0,2025-06-20,Hacking/IT Incident,Network Server,No,,under_investigation,Healthcare Provider,Hacking/IT Incident,MO,Network Server,2025,6,2025Q2,Friday,2025-06,High,10.072048194080043,False,
"Affinity Legacy, Inc.",NY,Other,5538.0,2023-12-07,Hacking/IT Incident,Network Server,Yes,"The covered entity (CE), Affinity Legacy, reported that a software application used by its business associate (BA) exposed the protected health information (PHI) of 5,538 individuals. The PHI involved included names, dates of birth, addresses, Social Security numbers, diagnoses, and other treatment information. The CE notified HHS, affected individuals, and the media. In response to the breach, the CE provided complimentary credit monitoring services and the CE and BA implemented additional administrative, technical, and security safeguards to better protect its PHI.",archive,Health Plan,Hacking/IT Incident,NY,Network Server,2023,12,2023Q4,Thursday,2023-12,Medium,8.619569258033104,False,
"OrthoArkansas, PA Employee Benefit Plan",AR,Other,1270.0,2024-01-29,Hacking/IT Incident,Network Server,Yes,"The covered entity (CE), OrthoArkansas Employee Benefit Plan, reported that a software application used by its business associate (BA) exposed the protected health information (PHI) of 1,270 individuals. The PHI involved included names, dates of birth, addresses, and medication information. The CE notified HHS, the affected individuals, and the media. In response to the breach, the implemented additional administrative, technical, and security safeguards to better protect its PHI.",archive,Health Plan,Hacking/IT Incident,AR,Network Server,2024,1,2024Q1,Monday,2024-01,Medium,7.147559271189454,False,
Mount Sinai Hospital ,NY,Other,33730.0,2019-08-02,Hacking/IT Incident,Other,Yes,"The covered entity (CE), Mount Sinai Hospital, reported that its business associate (BA), Retrieval-Masters Creditors Bureau, Inc., doing business as American Medical Collection Agency (AMCA), was the victim of a cyber-attack involving the electronic protected health information (ePHI) of 33,730 individuals.  The ePHI involved included names, dates of service, clinical information, and health insurance information.  The CE notified HHS, affected individuals, and the media.  OCR’s investigation resulted in the CE implementing additional administrative safeguards to better protect its sensitive data.  As a consequence of this breach incident, the CE terminated its relationship with the BA.",archive,Healthcare Provider,Hacking/IT Incident,NY,Other,2019,8,2019Q3,Friday,2019-08,High,10.426172574814569,False,
"Change Healthcare, Inc.",MN,Other,192700000.0,2024-07-19,Hacking/IT Incident,Network Server,Yes,,under_investigation,Business Associate,Hacking/IT Incident,MN,Network Server,2024,7,2024Q3,Friday,2024-07,Critical,19.07664513857401,True,
CarePlus Health Plan [case #HU1800066],KY,Other,11248.0,2018-02-05,Unauthorized Access/Disclosure,Paper/Films,No,"The covered entity (CE), CarePlus Health Plan, reported that protected health information (PHI) was sent to the wrong patients in explanation of benefits (EOB) letters, affecting 11,248 individuals.  The types of PHI included demographic, health plan and clinical information. The CE provided breach notification to HHS, affected individuals and the media.  Following the breach, the CE sanctioned the employees responsible for the erroneous mailing, and substantially revised its EOB printing process and review procedures.  Following the investigation, the CE was planning to transition to a more accurate printing technology to prevent future impermissible disclosures. ",archive,Health Plan,Unauthorized Access/Disclosure,KY,Paper/Films,2018,2,2018Q1,Monday,2018-02,High,9.328034514792826,False,
Midland Women's Clinic,TX,Other,717.0,2016-06-17,Unauthorized Access/Disclosure,Paper/Films,No,"On April 26, 2016, the covered entity (CE), Midland Women’s Clinic, learned that patient documents had been discovered, unsecured, at an unauthorized offsite location.  The documents contained the protected health information (PHI) of approximately 717 individuals and included names, dates of birth, social security numbers, addresses and zip codes, diagnoses/conditions, lab results, medications, and other treatment information.  Following the breach, the CE secured the patient records, updated its policies and procedures, and provided additional HIPAA training to its employees. OCR reviewed the CE’s breach notifications to the affected individuals and the media and provided technical assistance regarding the breach notification requirements.
",archive,Healthcare Provider,Unauthorized Access/Disclosure,TX,Paper/Films,2016,6,2016Q2,Friday,2016-06,Low,6.576469569048224,False,
Alta Resources Corp.,WI,Other,12162.0,2024-12-20,Hacking/IT Incident,Network Server,No,"The covered entity (CE), Alta Resources Corporation, reported that it experienced a ransomware attack that affected the protected health information (PHI) of approximately 12,162 individuals. The PHI involved names, addresses, dates of birth, drivers’ license and social security numbers, and diagnoses and conditions. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In its mitigation efforts, the CE provided complimentary credit monitoring services and implemented additional technical safeguards.",archive,Health Plan,Hacking/IT Incident,WI,Network Server,2024,12,2024Q4,Friday,2024-12,High,9.406153835618436,False,
Providence Health Plan,OR,Other,5509.0,2021-06-07,Unauthorized Access/Disclosure,Email,No,"The covered entity (CE), Providence Health Plan, reported that a temporary contract worker sent emails containing the electronic protected health information (ePHI) of 5,509 individuals to a personal email address.  The ePHI involved included names, Social Security numbers, identification numbers, dates of birth, and treatment information.  The CE notified HHS, affected individuals, and the media.  In response to the breach, the CE revised its procedures, retrained its workforce members, and implemented additional technical safeguards.",archive,Health Plan,Unauthorized Access/Disclosure,OR,Email,2021,6,2021Q2,Monday,2021-06,Medium,8.61431990214696,False,
